deviceId,wap,time
ce53d3de-b427-42ac-9310-898f1a43d29f,wap-18,2026-01-15T13:46:55
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-13,2026-01-15T13:47:52
921be843-4dae-4beb-88ec-0224dc17357b,wap-20,2026-01-15T13:48:15
339ef60d-c011-4833-9355-dd4ecfd57edf,wap-13,2026-01-15T13:58:48
87f9e4cf-7e5e-400b-a48a-4ea78579feb2,wap-20,2026-01-15T14:00:32
cf772dd6-927e-45aa-ae9c-a899e7abdf85,wap-22,2026-01-15T14:24:36
fa67ce40-8974-4f02-9c69-d41eb0212e40,wap-08,2026-01-15T14:32:30
ff9fd59b-eaab-414b-9a94-7564e3c87cce,wap-11,2026-01-15T14:33:06
acec8294-c05d-4548-a747-9c4662fb1654,wap-06,2026-01-15T14:36:05
bfaed422-3986-4dc3-bed6-a59e4b68a490,wap-18,2026-01-15T14:39:03
c98fe0ae-7941-43f4-b559-2b78e32a657b,wap-02,2026-01-15T14:58:03
730ff8ec-3e4b-4520-a8cf-c00231e6a525,wap-01,2026-01-15T15:21:42
a967da6c-d10d-4ae1-a4dd-cfe99d25c643,wap-03,2026-01-15T15:22:13
dc3ec6ff-0a10-467d-9205-d7a320d55541,wap-09,2026-01-15T15:23:12
8f2391e2-a7ce-4d6c-84df-2e40f4f2aaa9,wap-22,2026-01-15T15:24:04
b9cac4ce-9e31-44bd-a371-3c7def4d2d04,wap-14,2026-01-15T15:41:38
fbbac586-853e-45fc-8b8d-350fb5fc4121,wap-22,2026-01-15T15:42:11
b9cac4ce-9e31-44bd-a371-3c7def4d2d04,wap-11,2026-01-15T15:49:19
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-17,2026-01-15T15:52:34
a967da6c-d10d-4ae1-a4dd-cfe99d25c643,wap-17,2026-01-15T15:53:19
640052e9-26d6-47d0-a43a-f4d895a4d2c0,wap-17,2026-01-15T16:05:54
5cefb644-3638-474a-ba8c-9c559f415ef7,wap-16,2026-01-15T16:14:06
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-09,2026-01-15T16:31:10
cf772dd6-927e-45aa-ae9c-a899e7abdf85,wap-15,2026-01-15T16:37:09
168c1be5-e938-44e4-8abb-4cb41fe69bb3,wap-19,2026-01-15T16:41:08
ff9fd59b-eaab-414b-9a94-7564e3c87cce,wap-04,2026-01-15T16:43:37
b9cac4ce-9e31-44bd-a371-3c7def4d2d04,wap-10,2026-01-15T16:45:32
87f9e4cf-7e5e-400b-a48a-4ea78579feb2,wap-09,2026-01-15T16:49:49
6c1b7b2b-e644-4a40-9f7d-e091394fb347,wap-09,2026-01-15T17:02:28
2d5a8bc0-b122-4b69-83b6-ccd1fed0dfc3,wap-07,2026-01-15T17:08:14
d58bedc5-e068-4c43-92c0-6742bc9dd507,wap-07,2026-01-15T17:13:13
5cefb644-3638-474a-ba8c-9c559f415ef7,wap-22,2026-01-15T17:13:41
98307369-e402-44a8-bcc3-acfefe273d88,wap-07,2026-01-15T17:40:53
6e7da759-93fb-42d8-8421-7e27a41b990b,wap-07,2026-01-15T17:43:08
8fb78cca-f7c6-402c-ba16-5c467497dc5f,wap-02,2026-01-15T17:47:12
2c97fd8b-0f17-4df2-98a0-e48ddeb6dfe7,wap-04,2026-01-15T17:47:22
921be843-4dae-4beb-88ec-0224dc17357b,wap-17,2026-01-15T18:13:32
8e61769a-7fb4-4f1e-b75c-46dd47953494,wap-18,2026-01-15T18:22:42
a967da6c-d10d-4ae1-a4dd-cfe99d25c643,wap-01,2026-01-15T18:23:57
ce53d3de-b427-42ac-9310-898f1a43d29f,wap-06,2026-01-15T18:29:22
4105285a-8168-4cfc-b090-8102e4e9b5b6,wap-04,2026-01-15T18:50:39
c98fe0ae-7941-43f4-b559-2b78e32a657b,wap-02,2026-01-15T18:51:29
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-22,2026-01-15T19:15:29
5cefb644-3638-474a-ba8c-9c559f415ef7,wap-02,2026-01-15T19:20:15
8f2391e2-a7ce-4d6c-84df-2e40f4f2aaa9,wap-20,2026-01-15T19:20:16
1a6527df-5b82-42dd-8711-5cd9a69a7dcb,wap-06,2026-01-15T19:26:50
40aa13b6-a684-44f4-a9b6-4e6b8a0bae00,wap-12,2026-01-15T19:36:15
cf772dd6-927e-45aa-ae9c-a899e7abdf85,wap-19,2026-01-15T19:37:58
40aa13b6-a684-44f4-a9b6-4e6b8a0bae00,wap-23,2026-01-15T19:38:06
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-03,2026-01-15T19:40:55
ce53d3de-b427-42ac-9310-898f1a43d29f,wap-19,2026-01-15T19:51:22
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-10,2026-01-15T19:56:59
8e61769a-7fb4-4f1e-b75c-46dd47953494,wap-18,2026-01-15T20:05:09
c3b544ce-8753-4409-b3b6-a8d0e79d1b19,wap-22,2026-01-15T20:08:32
2d5a8bc0-b122-4b69-83b6-ccd1fed0dfc3,wap-19,2026-01-15T20:10:03
72baae26-e22a-4752-9c28-4a59f437340c,wap-22,2026-01-15T20:11:32
1a6527df-5b82-42dd-8711-5cd9a69a7dcb,wap-04,2026-01-15T20:17:40
d58bedc5-e068-4c43-92c0-6742bc9dd507,wap-20,2026-01-15T20:23:05
40aa13b6-a684-44f4-a9b6-4e6b8a0bae00,wap-23,2026-01-15T20:26:03
ff9fd59b-eaab-414b-9a94-7564e3c87cce,wap-09,2026-01-15T20:26:19
2266c6c2-8aff-4c71-b6d7-a712f554659a,wap-07,2026-01-15T20:39:01
72baae26-e22a-4752-9c28-4a59f437340c,wap-13,2026-01-15T20:43:13
1a6527df-5b82-42dd-8711-5cd9a69a7dcb,wap-19,2026-01-15T20:44:28
98307369-e402-44a8-bcc3-acfefe273d88,wap-08,2026-01-15T20:58:45
ff9fd59b-eaab-414b-9a94-7564e3c87cce,wap-02,2026-01-15T21:05:14
a967da6c-d10d-4ae1-a4dd-cfe99d25c643,wap-21,2026-01-15T21:06:59
da306e5d-cde6-40aa-85f3-a5f8a7ab9176,wap-17,2026-01-15T21:15:03
98307369-e402-44a8-bcc3-acfefe273d88,wap-17,2026-01-15T21:16:09
8e61769a-7fb4-4f1e-b75c-46dd47953494,wap-19,2026-01-15T21:17:02
730ff8ec-3e4b-4520-a8cf-c00231e6a525,wap-20,2026-01-15T21:38:44
8fb78cca-f7c6-402c-ba16-5c467497dc5f,wap-02,2026-01-15T21:58:51
640052e9-26d6-47d0-a43a-f4d895a4d2c0,wap-23,2026-01-15T22:01:16
8e61769a-7fb4-4f1e-b75c-46dd47953494,wap-07,2026-01-15T22:05:07
d4c0b7dd-5a0e-485e-a78e-eade7c2624dd,wap-06,2026-01-15T22:10:40
da306e5d-cde6-40aa-85f3-a5f8a7ab9176,wap-07,2026-01-15T22:55:44
acec8294-c05d-4548-a747-9c4662fb1654,wap-08,2026-01-15T22:58:39
168c1be5-e938-44e4-8abb-4cb41fe69bb3,wap-11,2026-01-15T23:02:40
8fb78cca-f7c6-402c-ba16-5c467497dc5f,wap-17,2026-01-15T23:05:30
dc1f0977-2bf4-4d50-9ec2-e27ab2023a97,wap-20,2026-01-15T23:15:48
3e6f4bdf-929d-4ef8-88aa-9fd07a9039de,wap-01,2026-01-15T23:16:50
8f2391e2-a7ce-4d6c-84df-2e40f4f2aaa9,wap-08,2026-01-15T23:18:06
dc3ec6ff-0a10-467d-9205-d7a320d55541,wap-04,2026-01-15T23:20:12
c98fe0ae-7941-43f4-b559-2b78e32a657b,wap-05,2026-01-15T23:24:19
72baae26-e22a-4752-9c28-4a59f437340c,wap-15,2026-01-15T23:30:07
fa67ce40-8974-4f02-9c69-d41eb0212e40,wap-15,2026-01-15T23:39:40
ff9fd59b-eaab-414b-9a94-7564e3c87cce,wap-14,2026-01-15T23:39:41
39d38d06-32d6-45f0-b7ac-fe441390db2a,wap-04,2026-01-15T23:47:29
339ef60d-c011-4833-9355-dd4ecfd57edf,wap-13,2026-01-15T23:51:49
